Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74
qc_output | SRR8668769	(1, 0.040728250443716925)	(2, 0.0101282173323188)	(3, 0.009358999066455492)	(4, 0.009315498447282532)	(5, 0.009307010521590248)	(6, 0.025465899058277373)	(7, 0.009397194732070775)	(8, 0.009494805877532049)	(9, 0.009380218880686205)	(10, 0.009438573369820662)	(11, 0.009794005258185088)	(12, 0.009365365010724706)	(13, 0.009541489468839615)	(14, 0.009431146434839912)	(15, 0.009965885753453854)	(16, 0.00964440556785857)	(17, 0.00985342073803108)	(18, 0.009757931573992877)	(19, 0.009513903710339689)	(20, 0.009719735908377596)	(21, 0.00959347801370486)	(22, 0.010068801852472806)	(23, 0.00995209287420389)	(24, 0.009625307735050928)	(25, 0.010041216093972882)	(26, 0.012172746433447894)	(27, 0.014124969342673389)	(28, 0.013929747051750839)	(29, 0.012567434978139135)	(30, 0.010935631263797388)	(31, 0.010360574298145095)	(32, 0.011403528167584586)	(33, 0.011362149529834697)	(34, 0.013014112067695621)	(35, 0.013043819807618618)	(36, 0.0030771988657699646)	(37, 0.0018399776138179219)	(38, 0.0012892787936781792)	(39, 0.0019122003347560302)	(40, 0.0008383311577224886)	(41, 0.0004170544273537615)	(42, 0.0005953559624278811)	(43, 0.00013159847767730046)	(44, 0.00028761678661047275)	(45, 0.0003831494277992316)	(46, 0.0004213757261513758)	(47, 0.0005657523962877939)	(48, 0.000924573093500559)	(49, 0.0005541434334247301)	(50, 0.0014342994353913714)	(51, 0.0004873438759651864)	(52, 0.0005755254143528138)	(53, 0.00013593163683641587)	(54, 0.00022303842010968773)	(55, 0.00041107806742151926)	(56, 0.00020184775042753742)	(57, 0.0005811935767420909)	(58, 0.0001604647978702517)	(59, 0.00017112301465948158)	(60, 0.0005049732530019756)	(61, 0.00029242224232055064)	(62, 0.0005307603546266269)	(63, 0.00018832379290673008)	(64, 0.0001926460837914248)	(65, 0.0004046099813193701)	(66, 0.0002002616631673604)	(67, 9.591474176969988e-05)	(68, 0.00012048722560313879)	(69, 0.00015363077531691148)	(70, 0.0012021426195740358)	(71, 0.0006757583971267436)	(72, 0.0011044774248249087)	(73, 0.0008095580658523116)	(74, 0.00028741150848939106)	(75, 0.00045291749387436686)
qc_output | SRR8668769_filtered	(1, 0.0)	(2, 0.0008255891770762813)	(3, 5.3332634178054347e-05)	(4, 9.599874152049783e-06)	(5, 1.066652683561087e-06)	(6, 0.01582699251867941)	(7, 9.173213078625349e-05)	(8, 0.00015786459716704088)	(9, 4.053280197532131e-05)	(10, 8.95988254191313e-05)	(11, 0.00031679584701764285)	(12, 4.053280197532131e-05)	(13, 0.0001802643035218237)	(14, 5.3332634178054347e-05)	(15, 0.0005535927427682041)	(16, 0.00027412973967519936)	(17, 0.00044266086367785113)	(18, 0.00044799412709565654)	(19, 0.00014079815423006348)	(20, 0.000380795008031308)	(21, 0.00012586501666020828)	(22, 0.0007317237409229057)	(23, 0.00047679374955180586)	(24, 0.0002687964762573939)	(25, 0.00041279458853814066)	(26, 0.0012181236792971337)	(27, 0.0037322608542924296)	(28, 0.003433616334857444)	(29, 0.0016309516869763175)	(30, 0.00043840838938293924)	(31, 0.0004544124036409698)	(32, 0.0008416303525570347)	(33, 0.001066714865111132)	(34, 0.0023606624584222593)	(35, 0.002403355404164907)	(36, 0.0012971797945813385)	(37, 0.0007819535114662548)	(38, 0.0006006166829124767)	(39, 0.0014562480359321362)	(40, 0.0005003703273866508)	(41, 0.0001333665661477523)	(42, 0.0004278599205399042)	(43, 8.963112757601728e-05)	(44, 9.710547053058653e-05)	(45, 0.00025931767351964664)	(46, 0.00012166271307316544)	(47, 0.0004130410353280188)	(48, 0.0005475626003344422)	(49, 0.0003074317953755319)	(50, 0.0006747132052519846)	(51, 0.00032031443431547327)	(52, 0.0003182218463739827)	(53, 3.0972354204798265e-05)	(54, 2.3499980489675287e-05)	(55, 0.00018375844764025788)	(56, 0.00015494189470578398)	(57, 0.0002960549396739965)	(58, 1.7104645365111484e-05)	(59, 5.560523669588038e-05)	(60, 0.00011445483850074643)	(61, 0.00013054777342800443)	(62, 0.00011454604854992519)	(63, 3.641579936728191e-05)	(64, 3.6437293085070905e-05)	(65, 9.759378762991235e-05)	(66, 8.587568200453936e-06)	(67, 2.149125335538909e-06)	(68, 7.5322658326425435e-06)	(69, 4.31277936365264e-05)	(70, 0.0007818202884960119)	(71, 0.0001456243406694964)	(72, 0.00036702072297604504)	(73, 0.00026729125505205534)	(74, 6.22993847492472e-05)	(75, 0.0)
qc_output | SRR8668771	(1, 0.038963918871059135)	(2, 0.008487420731502068)	(3, 0.007782851521024477)	(4, 0.007740949827890348)	(5, 0.0077331902550877305)	(6, 0.02371170257023589)	(7, 0.007861999163611168)	(8, 0.00791010851498739)	(9, 0.007820097470477036)	(10, 0.007883725967458495)	(11, 0.008194108879563159)	(12, 0.007804578324871804)	(13, 0.007958217866363613)	(14, 0.007827857043279653)	(15, 0.008440863294686367)	(16, 0.00806840380016077)	(17, 0.008263945034786708)	(18, 0.00814755144274746)	(19, 0.00796132169548466)	(20, 0.008178589733957924)	(21, 0.008043573167192395)	(22, 0.008459486269412647)	(23, 0.008465693927654741)	(24, 0.008066851885600246)	(25, 0.008549497313923)	(26, 0.010543707524195473)	(27, 0.012447906689957593)	(28, 0.012289611404784214)	(29, 0.0110046261486709)	(30, 0.009344077568910942)	(31, 0.008763661523275219)	(32, 0.009773957902175903)	(33, 0.009836034484596837)	(34, 0.011431402652814816)	(35, 0.011457785200343712)	(36, 0.003111859571539929)	(37, 0.0018391981741620097)	(38, 0.0014248154677718849)	(39, 0.0020875883142983565)	(40, 0.0008785105713148262)	(41, 0.00045478608337200563)	(42, 0.000678316091014311)	(43, 0.00018316568007888044)	(44, 0.0003368476791404467)	(45, 0.00041757879432428147)	(46, 0.00047192454150124595)	(47, 0.000544906277439854)	(48, 0.0008647441422356004)	(49, 0.000593085949938236)	(50, 0.001484353094001271)	(51, 0.0005636553974872242)	(52, 0.0005621422215161798)	(53, 0.00015064091419342887)	(54, 0.0002671375577017125)	(55, 0.00039452949135130005)	(56, 0.0002252447478361747)	(57, 0.0005856988589079257)	(58, 0.00017712851372862513)	(59, 0.00018336809142844925)	(60, 0.0004973487194583785)	(61, 0.0003295509229780889)	(62, 0.00059703749064272)	(63, 0.00018972562051824734)	(64, 0.00019910335360200288)	(65, 0.00039053556507034345)	(66, 0.00018832167196774016)	(67, 0.0001245483545831249)	(68, 0.00011836186002112166)	(69, 0.00017449489181784104)	(70, 0.0012018572576114625)	(71, 0.0007211164193291978)	(72, 0.0011776203522903814)	(73, 0.0008715638873090241)	(74, 0.00031636138306219625)	(75, 0.00048407089301533433)
qc_output | SRR8668771_filtered	(1, 0.0)	(2, 0.0007513491276376778)	(3, 4.9882099760177774e-05)	(4, 7.794078087527777e-06)	(5, 0.0)	(6, 0.01563492064358072)	(7, 0.0001293816962529611)	(8, 0.00015432274613305)	(9, 3.8970390437638886e-05)	(10, 0.0001231464337829389)	(11, 0.0003055278610310889)	(12, 4.9882099760177774e-05)	(13, 0.00019173432095318332)	(14, 3.429394358512222e-05)	(15, 0.0005861146721820888)	(16, 0.00026967510182846106)	(17, 0.0004193214011089944)	(18, 0.0004084096917864556)	(19, 0.00014808748366302777)	(20, 0.00037879219505385)	(21, 0.00011691117131291666)	(22, 0.0006843200560849389)	(23, 0.0005253208630993723)	(24, 0.00026655747059345)	(25, 0.00045985060716413883)	(26, 0.0011675598135514537)	(27, 0.0035962302901794635)	(28, 0.0033748991524794247)	(29, 0.0016586234083548134)	(30, 0.0004302479525185842)	(31, 0.0005113133694977381)	(32, 0.0008558333719549577)	(33, 0.0010647356301182625)	(34, 0.0023742430268614808)	(35, 0.002422595274872898)	(36, 0.0013048611487430088)	(37, 0.000731174737136446)	(38, 0.0006454452580727117)	(39, 0.0015933900816144692)	(40, 0.0004864519772191421)	(41, 0.00012941322484659077)	(42, 0.0004942852362613263)	(43, 0.00011071209881619295)	(44, 0.00010292012462691455)	(45, 0.00030097777542678963)	(46, 0.00010604912803833676)	(47, 0.00037899184270746784)	(48, 0.0004679220995801865)	(49, 0.00028389483181469615)	(50, 0.0007035598584437565)	(51, 0.0003385535165272934)	(52, 0.0003105048503042074)	(53, 3.1210224519488946e-05)	(54, 2.497137383150163e-05)	(55, 0.00016858109228185184)	(56, 0.00016860731605878527)	(57, 0.00029355463938748763)	(58, 1.8741215933525657e-05)	(59, 5.623663940465395e-05)	(60, 0.00011875395970234383)	(61, 0.00012035519600578305)	(62, 0.00011727023781747515)	(63, 3.910619995638251e-05)	(64, 3.912562736574084e-05)	(65, 7.360144607110078e-05)	(66, 3.134470361412112e-06)	(67, 1.5687038560858535e-06)	(68, 1.7277654531381396e-05)	(69, 4.877988371725436e-05)	(70, 0.0007526351460542936)	(71, 0.00012046483575966947)	(72, 0.00033737390010912045)	(73, 0.0002832408305135542)	(74, 5.233948422299524e-05)	(75, 0.0)
qc_output | SRR8668772	(1, 0.04297013844518941)	(2, 0.011666193848961892)	(3, 0.01092550640946909)	(4, 0.010880038467638837)	(5, 0.010871238220832982)	(6, 0.02707395929821317)	(7, 0.010975374474702268)	(8, 0.011051643280353012)	(9, 0.010962174104493485)	(10, 0.01102084241653252)	(11, 0.011390452782378433)	(12, 0.010948973734284703)	(13, 0.011086844267576433)	(14, 0.01098857484491105)	(15, 0.011595791874515052)	(16, 0.011207114307256452)	(17, 0.011501922575252597)	(18, 0.011280449697305244)	(19, 0.011114711715794973)	(20, 0.011330317762538423)	(21, 0.011195380644848645)	(22, 0.011696994712782386)	(23, 0.011523923192267235)	(24, 0.011229114924271089)	(25, 0.011586991627709195)	(26, 0.013710784523522222)	(27, 0.0156615058988201)	(28, 0.015699640301645473)	(29, 0.014210931883654987)	(30, 0.012406881288454694)	(31, 0.011984469441773652)	(32, 0.012895294986179653)	(33, 0.013039032350675286)	(34, 0.01435466924815062)	(35, 0.014438271592806244)	(36, 0.0031039366233643548)	(37, 0.0019773985690616867)	(38, 0.0014713411208304055)	(39, 0.0019657425354044533)	(40, 0.0008449959275157213)	(41, 0.00048265932672398134)	(42, 0.0006323197985402713)	(43, 0.00016872251876957328)	(44, 0.00034185883290157394)	(45, 0.0003844228797229432)	(46, 0.0004871527761728882)	(47, 0.0005986978937118423)	(48, 0.0009039722197596968)	(49, 0.0006354671007528245)	(50, 0.0014354185806804164)	(51, 0.0005974132680701661)	(52, 0.0006209605269926109)	(53, 0.0001394736177577223)	(54, 0.00025842314834748526)	(55, 0.0004258630132319309)	(56, 0.00021736568214454746)	(57, 0.0006463144024025739)	(58, 0.00019980291499230722)	(59, 0.0001689832382880987)	(60, 0.0005085287771584865)	(61, 0.0003204815102382449)	(62, 0.0006308492704632578)	(63, 0.00020740630864974182)	(64, 0.00019864821508251433)	(65, 0.00044013651709934787)	(66, 0.00020322483650193744)	(67, 0.00012375731996923215)	(68, 0.00012824000396807002)	(69, 0.00016813172076135175)	(70, 0.0012072169079671402)	(71, 0.0006739486522955689)	(72, 0.001221411857421789)	(73, 0.000958229274520989)	(74, 0.00032166642181570267)	(75, 0.0004320414319877978)
qc_output | SRR8668772_filtered	(1, 0.0)	(2, 0.0007997762397251073)	(3, 5.6072872895856224e-05)	(4, 1.0329213428184042e-05)	(5, 1.475601918312006e-06)	(6, 0.01587452543720056)	(7, 0.00010624333811846441)	(8, 0.00015641380334107261)	(9, 3.984125179442416e-05)	(10, 0.00011362134771002446)	(11, 0.00034381524696669734)	(12, 5.6072872895856224e-05)	(13, 0.0001726454244425047)	(14, 5.1646067140920204e-05)	(15, 0.0006035211845896104)	(16, 0.00029069357790746517)	(17, 0.000510558263735954)	(18, 0.0004072661294541136)	(19, 0.00017116982252419268)	(20, 0.0004072661294541136)	(21, 0.00013427977456639253)	(22, 0.0007909226282152351)	(23, 0.00045743659467672185)	(24, 0.0002788887625609691)	(25, 0.00041907094480060967)	(26, 0.0012321353834354404)	(27, 0.0036949622170930193)	(28, 0.0035489049355794068)	(29, 0.0017412659685341139)	(30, 0.0003969537269269724)	(31, 0.000515012040214147)	(32, 0.0008337674088790356)	(33, 0.0011333453229856348)	(34, 0.002213591184240293)	(35, 0.0023198735509534106)	(36, 0.0013355885939671506)	(37, 0.0008087555999315096)	(38, 0.000706946291917635)	(39, 0.001495121674787775)	(40, 0.0004487021489600508)	(41, 0.00014317808105945875)	(42, 0.0004428425353797973)	(43, 0.00011662183221519568)	(44, 0.00011810478084904996)	(45, 0.00027165739490627323)	(46, 0.0001225494068269115)	(47, 0.00040606758290574784)	(48, 0.0005094766421129937)	(49, 0.0003426405737599114)	(50, 0.0007355807452079905)	(51, 0.00035749934878243626)	(52, 0.00036789373361432337)	(53, 2.3643373171087185e-05)	(54, 2.0691509661708303e-05)	(55, 0.00018921450701712348)	(56, 0.00016855406061739252)	(57, 0.00033570544476667894)	(58, 2.662666788892934e-05)	(59, 5.0309811518582275e-05)	(60, 0.0001095353740345863)	(61, 0.00011698351924334467)	(62, 0.00015407531808960532)	(63, 3.8539327471541154e-05)	(64, 3.856318783007493e-05)	(65, 9.351258657150351e-05)	(66, 5.942825119519499e-06)	(67, 1.487298338333779e-06)	(68, 1.4893739720340845e-05)	(69, 5.223304084571561e-05)	(70, 0.0007812293748710299)	(71, 0.00010976721291242549)	(72, 0.00037740392660139306)	(73, 0.00033034237131022813)	(74, 5.312320890743405e-05)	(75, 0.0)
qc_output | SRR8668773	(1, 0.04341518519480167)	(2, 0.011881945391836478)	(3, 0.011123158500307293)	(4, 0.011084576115992251)	(5, 0.01107600225281113)	(6, 0.027320615026641206)	(7, 0.011193178382953113)	(8, 0.011244621562039838)	(9, 0.011166027816212898)	(10, 0.011223186904087036)	(11, 0.01158471813489096)	(12, 0.011140306226669536)	(13, 0.011307496558701391)	(14, 0.011206039177724796)	(15, 0.011800493691615833)	(16, 0.011366084623772383)	(17, 0.01169617835624553)	(18, 0.011516127229441994)	(19, 0.011323215307866778)	(20, 0.01150183745747346)	(21, 0.011378945418544064)	(22, 0.011833360167143462)	(23, 0.011776201079269324)	(24, 0.011394664167709451)	(25, 0.011776201079269324)	(26, 0.013998260620376447)	(27, 0.015875936657041886)	(28, 0.015714462233797445)	(29, 0.014424095825038775)	(30, 0.012636445351775103)	(31, 0.012216326055900187)	(32, 0.01314801918824864)	(33, 0.013169453846201442)	(34, 0.014787056033039554)	(35, 0.014781340124252139)	(36, 0.0031126993086877768)	(37, 0.0018007632149008527)	(38, 0.0013834681021348758)	(39, 0.0019337516963918936)	(40, 0.0008818566372382388)	(41, 0.00045737826320095147)	(42, 0.0006474968436672901)	(43, 0.00016009337560484566)	(44, 0.00031162206647313223)	(45, 0.00040312342315485477)	(46, 0.0004974926726691635)	(47, 0.0006204674513139992)	(48, 0.0008807174198285149)	(49, 0.000550488283107116)	(50, 0.0015100338100287952)	(51, 0.0006049307086910552)	(52, 0.0006107165013238746)	(53, 0.00012873689410141713)	(54, 0.00023747761576765536)	(55, 0.0004650025289699079)	(56, 0.00019318259481487614)	(57, 0.0006755317228981467)	(58, 0.00017034422674643126)	(59, 0.00017467343691363147)	(60, 0.0005427603735720837)	(61, 0.00035954714707360567)	(62, 0.0005702906103513764)	(63, 0.00019493960577506863)	(64, 0.00018067211834746442)	(65, 0.00047051967578440074)	(66, 0.00020092425155716293)	(67, 0.00010769134454510315)	(68, 0.00011205957408770613)	(69, 0.00016244136783049389)	(70, 0.001206972161726559)	(71, 0.0007088660178102875)	(72, 0.0011604559220062495)	(73, 0.0009592140138485751)	(74, 0.00034589173125507193)	(75, 0.00046758960815313785)
qc_output | SRR8668773_filtered	(1, 0.0)	(2, 0.0008152256781193127)	(3, 4.6009209347121696e-05)	(4, 8.626726752585319e-06)	(5, 0.0)	(6, 0.01591918643410411)	(7, 0.00011789859895199934)	(8, 0.0001409032036255602)	(9, 5.319814830760947e-05)	(10, 0.00010208293323892626)	(11, 0.00031487552646936414)	(12, 3.7382482594536384e-05)	(13, 0.00017972347401219415)	(14, 5.607372389180457e-05)	(15, 0.0005894929947599968)	(16, 0.00023148383452770605)	(17, 0.0004989123638578509)	(18, 0.00042846076204507085)	(19, 0.0001380276280413651)	(20, 0.0003910782794505344)	(21, 0.00014521656700185287)	(22, 0.0007260828350092643)	(23, 0.0005161658173630215)	(24, 0.0002487372880328767)	(25, 0.0004227096108766806)	(26, 0.0011976836194924922)	(27, 0.003759858809896995)	(28, 0.0034593800486136354)	(29, 0.0017498331044555468)	(30, 0.0003968430331523964)	(31, 0.000562199163237719)	(32, 0.0008986639627569497)	(33, 0.0010999757142616813)	(34, 0.002414221203657647)	(35, 0.002404182506843113)	(36, 0.0013344114649412075)	(37, 0.0007707587808154861)	(38, 0.0006787484855783922)	(39, 0.0015056667428847538)	(40, 0.0005033452251758728)	(41, 0.00014238128733652634)	(42, 0.0004717512951334927)	(43, 0.00010787574647139871)	(44, 0.00011938904225506166)	(45, 0.0002992095789184756)	(46, 0.00016543913942184947)	(47, 0.00042010260603314245)	(48, 0.0004877646959797901)	(49, 0.0002921134113195559)	(50, 0.000767065594024015)	(51, 0.00041884861968869184)	(52, 0.00032390056667195894)	(53, 3.0235445574362242e-05)	(54, 3.024072219683122e-05)	(55, 0.00021172540476712277)	(56, 0.00014982382950601397)	(57, 0.00034438759391388447)	(58, 1.585461605344735e-05)	(59, 6.199564023589717e-05)	(60, 0.00011682311396942816)	(61, 0.00012985521432170273)	(62, 0.0001284716485806734)	(63, 5.199388459483592e-05)	(64, 4.480054616201308e-05)	(65, 8.822297352842199e-05)	(66, 1.4476438676799652e-05)	(67, 2.898387616824404e-06)	(68, 8.707281063254217e-06)	(69, 5.234575048691363e-05)	(70, 0.000788819560252196)	(71, 0.00011424710462317755)	(72, 0.00037496641540964344)	(73, 0.0003457681949275114)	(74, 6.47845040649037e-05)	(75, 0.0)
qc_output | SRR8668774	(1, 0.18036638906184724)	(2, 0.09889275292321417)	(3, 0.0982337727788782)	(4, 0.09800136794981772)	(5, 0.09800136794981772)	(6, 0.11773253793705207)	(7, 0.09841969664212656)	(8, 0.09801036426578134)	(9, 0.09825251510380242)	(10, 0.09814680839122976)	(11, 0.09811607097835401)	(12, 0.09808683295147222)	(13, 0.0980403519856601)	(14, 0.09811906975034188)	(15, 0.09815505501419641)	(16, 0.09811307220636613)	(17, 0.09893398603804748)	(18, 0.09819328935704184)	(19, 0.09827125742872665)	(20, 0.0984166978701387)	(21, 0.09819853720802063)	(22, 0.09845193344099624)	(23, 0.0986678450241234)	(24, 0.0986506020851931)	(25, 0.09851265857375076)	(26, 0.09950375271574415)	(27, 0.09951799688268656)	(28, 0.09977514158064703)	(29, 0.09965369131513799)	(30, 0.10082096331141917)	(31, 0.09993182741701359)	(32, 0.09959071710339258)	(33, 0.10097090191081301)	(34, 0.10020021750992858)	(35, 0.10025644448470131)	(36, 0.0026036590679200757)	(37, 0.0018924868392591644)	(38, 0.002300573795691102)	(39, 0.0018692829859297065)	(40, 0.001813446437902527)	(41, 0.0022445879130466332)	(42, 0.002059705123443578)	(43, 0.0022740394052225875)	(44, 0.0020943664971654133)	(45, 0.001842337068390773)	(46, 0.0031976506009482484)	(47, 0.0024790822258316603)	(48, 0.002741282367821575)	(49, 0.0028659986421049276)	(50, 0.0032831837209154357)	(51, 0.0028401295531138484)	(52, 0.0026800305818327494)	(53, 0.0025402336653270676)	(54, 0.003338000879075067)	(55, 0.0025423591496067204)	(56, 0.0027030217756755016)	(57, 0.0028552837904330833)	(58, 0.0027943159291638478)	(59, 0.002527110615579302)	(60, 0.002036646973735727)	(61, 0.0032011639572859193)	(62, 0.0028234506138530256)	(63, 0.002557642473738901)	(64, 0.0023756447697683156)	(65, 0.00238686699799271)	(66, 0.0028858926552508147)	(67, 0.0030943977201160072)	(68, 0.003617503602686694)	(69, 0.0024426982848825313)	(70, 0.0035427083075108695)	(71, 0.004411627241364285)	(72, 0.003363715624115337)	(73, 0.0034901950991521177)	(74, 0.003734365993501349)	(75, 0.004522222481704735)
qc_output | SRR8668774_filtered	(1, 0.0)	(2, 0.0008911304337253862)	(3, 0.00023487158718343514)	(4, 0.0)	(5, 0.0)	(6, 0.019845114008587305)	(7, 0.00042061970515203415)	(8, 8.443096271299955e-06)	(9, 0.00020647208154360802)	(10, 0.0001366246487537629)	(11, 3.761015611760889e-05)	(12, 6.0636782312063315e-05)	(13, 1.458352992315447e-05)	(14, 8.443096271299955e-05)	(15, 5.3728794453726984e-05)	(16, 6.44745533444724e-05)	(17, 0.0008335638682392501)	(18, 8.75011795389268e-05)	(19, 0.00010669003470097215)	(20, 0.00016502415439359003)	(21, 0.00012127356462412663)	(22, 0.0001251113356565357)	(23, 0.0003845446574473889)	(24, 0.0004451814397594522)	(25, 0.0002509902255195532)	(26, 0.0007331072476640632)	(27, 0.0004475538751037732)	(28, 0.0005565974719020384)	(29, 0.0007218439303541939)	(30, 0.0014193531599048647)	(31, 0.0005961887924620102)	(32, 0.0004887648935731351)	(33, 0.0012004965044493075)	(34, 0.0006548593426311318)	(35, 0.0006325889488278661)	(36, 0.0006388597047713218)	(37, 0.00042907317395453863)	(38, 0.0003999460903435301)	(39, 0.00020079958394326208)	(40, 0.00029707572585701176)	(41, 0.000370340878837538)	(42, 0.0004182633046687914)	(43, 0.00042461391132426264)	(44, 0.00032766041872472743)	(45, 0.0001280451340893658)	(46, 0.0010789380480487232)	(47, 0.0004865289366058279)	(48, 0.00041439589378201353)	(49, 0.0006005241198075026)	(50, 0.0006120767831884729)	(51, 0.0004121903774924865)	(52, 0.0005334446755234501)	(53, 0.00046277392408549035)	(54, 0.0007821589084621163)	(55, 0.0004705199294460837)	(56, 0.0006503105146625496)	(57, 0.0007610635319690341)	(58, 0.0004442964886549873)	(59, 0.0004813055119453264)	(60, 0.0001977800785755825)	(61, 0.0005487844633385803)	(62, 0.0003965232901239028)	(63, 0.0003626182711825586)	(64, 0.00028194614040224873)	(65, 0.00048286191939851393)	(66, 0.0006822169653570306)	(67, 0.000562619602070537)	(68, 0.0010279199736000224)	(69, 0.00025756053310257667)	(70, 0.0007488867673389046)	(71, 0.0012777499162004789)	(72, 0.0004194475372253887)	(73, 0.0005111529347410256)	(74, 0.0007506307103281123)	(75, 0.0)
