Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74
qc_output | SRR8668769	(1, 31.58300927140367)	(2, 31.565157604016452)	(3, 31.641024041922204)	(4, 31.655113648444463)	(5, 31.659951702429623)	(6, 35.25089034096549)	(7, 35.24327001920775)	(8, 35.21840737824824)	(9, 35.20537222673473)	(10, 35.164819570253776)	(11, 35.23907878759997)	(12, 35.22676409121923)	(13, 35.20618043640925)	(14, 35.200293317248146)	(15, 35.19291391465128)	(16, 35.19303598163264)	(17, 35.172242558349076)	(18, 35.16866599049021)	(19, 35.1498544978558)	(20, 35.13772244041614)	(21, 35.13640252553136)	(22, 35.09778938129091)	(23, 35.06821366044215)	(24, 35.04429404924686)	(25, 35.01711312236283)	(26, 34.940397117364626)	(27, 34.92939846325257)	(28, 34.90458367297414)	(29, 34.907799440331644)	(30, 34.92185536039881)	(31, 34.90608655570713)	(32, 34.8965365889225)	(33, 34.880154298181594)	(34, 34.87618783745605)	(35, 34.8475427433901)	(36, 34.835294777028984)	(37, 34.802698319742845)	(38, 34.775607870279835)	(39, 34.76757265416845)	(40, 34.74975987914109)	(41, 34.740602238266376)	(42, 34.70412612776311)	(43, 34.65419369220054)	(44, 34.64322137381166)	(45, 34.642390432132586)	(46, 34.60533466551747)	(47, 34.61298638452641)	(48, 34.600780016992616)	(49, 34.5529594879324)	(50, 34.51508188681953)	(51, 34.47989196340113)	(52, 34.45035566621123)	(53, 34.40799202200232)	(54, 34.37378058257678)	(55, 34.34317226204109)	(56, 34.32095042711674)	(57, 34.281473823609744)	(58, 34.24973882494455)	(59, 34.242085433026894)	(60, 34.1753957299972)	(61, 34.14167265352471)	(62, 34.099321525528644)	(63, 34.04843905004712)	(64, 34.03820805125672)	(65, 33.95904021358977)	(66, 33.893140813274755)	(67, 33.8731064165321)	(68, 33.84980624374613)	(69, 33.846777445124474)	(70, 33.78418817541986)	(71, 33.80654753217203)	(72, 33.76796125016626)	(73, 33.74399396562837)	(74, 33.71944223538395)	(75, 32.46583567350837)
qc_output | SRR8668769_filtered	(1, 31.61578626345261)	(2, 31.592185548842245)	(3, 31.66809242575369)	(4, 31.682696447638037)	(5, 31.684501682639276)	(6, 35.291566161762)	(7, 35.282916269822984)	(8, 35.2598125940301)	(9, 35.2470077272267)	(10, 35.20790127455289)	(11, 35.280913394746)	(12, 35.26887405390707)	(13, 35.24895896564727)	(14, 35.24396323380465)	(15, 35.2371117929558)	(16, 35.23712072083876)	(17, 35.2173467933951)	(18, 35.21390854513491)	(19, 35.19620685719224)	(20, 35.18498960690958)	(21, 35.18434894330825)	(22, 35.14674527626726)	(23, 35.1183077503976)	(24, 35.09594630487457)	(25, 35.07014422178935)	(26, 35.00106947419073)	(27, 34.991240898974176)	(28, 34.96770916904842)	(29, 34.971648054279434)	(30, 34.9861593298116)	(31, 34.97088173318779)	(32, 34.9622409955926)	(33, 34.94652209565437)	(34, 34.94319660493003)	(35, 34.91491602368998)	(36, 34.90016752821025)	(37, 34.867755926130165)	(38, 34.841354197526506)	(39, 34.83382415471043)	(40, 34.8164488540762)	(41, 34.80784913241155)	(42, 34.77143197022462)	(43, 34.722286658229535)	(44, 34.71157143040531)	(45, 34.71110078559595)	(46, 34.67452696016373)	(47, 34.68258894675934)	(48, 34.67057812086293)	(49, 34.623420250244145)	(50, 34.58657216311815)	(51, 34.55197472727655)	(52, 34.52308863945659)	(53, 34.481347220083826)	(54, 34.44800307260108)	(55, 34.417913247829176)	(56, 34.396157274315186)	(57, 34.358056143880134)	(58, 34.327686177650556)	(59, 34.32129999653964)	(60, 34.25600295571598)	(61, 34.22428245513151)	(62, 34.184169224380014)	(63, 34.13589989673765)	(64, 34.12847962083096)	(65, 34.05424386049279)	(66, 33.994857721223724)	(67, 33.982508225911545)	(68, 33.97160325020714)	(69, 33.98697581603581)	(70, 33.95332965420024)	(71, 34.02451819426165)	(72, 34.068068276810315)	(73, 34.04665020909861)	(74, 34.02698860864136)	(75, 32.74804130244491)
qc_output | SRR8668771	(1, 31.578026873169797)	(2, 31.572969850940314)	(3, 31.649643369258033)	(4, 31.65996425288963)	(5, 31.67025400511514)	(6, 35.25942264712332)	(7, 35.257300869536174)	(8, 35.22741692341412)	(9, 35.21922855661843)	(10, 35.179992664720636)	(11, 35.25200454208146)	(12, 35.24384682559834)	(13, 35.21985784245358)	(14, 35.21397503096729)	(15, 35.20722009005543)	(16, 35.20109933902872)	(17, 35.182717733574044)	(18, 35.17901474127947)	(19, 35.16423121869507)	(20, 35.146162929271014)	(21, 35.14871464926801)	(22, 35.11385582375415)	(23, 35.08324537986888)	(24, 35.05908227191042)	(25, 35.03324941251886)	(26, 34.96462052267024)	(27, 34.95049675000381)	(28, 34.92829839691726)	(29, 34.93563086731368)	(30, 34.94079259721856)	(31, 34.92129050945118)	(32, 34.91255940709539)	(33, 34.887604248502676)	(34, 34.88273603219863)	(35, 34.859059790876096)	(36, 34.84512953158148)	(37, 34.81711322217261)	(38, 34.790367924603856)	(39, 34.76768257147173)	(40, 34.75553079445744)	(41, 34.7462492953532)	(42, 34.727386951638486)	(43, 34.704548526945125)	(44, 34.68293685973425)	(45, 34.66898471537426)	(46, 34.64035667684275)	(47, 34.625761939265246)	(48, 34.611480563687735)	(49, 34.56213201792045)	(50, 34.518371920536)	(51, 34.5006219541355)	(52, 34.48213244148383)	(53, 34.43311843915141)	(54, 34.40278569181421)	(55, 34.36602472006851)	(56, 34.3466840555612)	(57, 34.30623561571375)	(58, 34.274854059311636)	(59, 34.24843240483398)	(60, 34.200495272288556)	(61, 34.160805802993806)	(62, 34.11485600458562)	(63, 34.074791659108094)	(64, 34.058563622675564)	(65, 33.98072079951188)	(66, 33.92553823345494)	(67, 33.91301567825585)	(68, 33.869528024140465)	(69, 33.867898392870885)	(70, 33.82061940605399)	(71, 33.824170261517864)	(72, 33.79469529857419)	(73, 33.7648594699008)	(74, 33.727133553137804)	(75, 32.461414101214764)
qc_output | SRR8668771_filtered	(1, 31.606312542313077)	(2, 31.59486807657694)	(3, 31.671332846120315)	(4, 31.6820482693803)	(5, 31.689315374260172)	(6, 35.290553659975146)	(7, 35.28791541130698)	(8, 35.259439762602355)	(9, 35.25156138376624)	(10, 35.212968226708036)	(11, 35.284382464827004)	(12, 35.27695302488872)	(13, 35.253013825806)	(14, 35.247416617744534)	(15, 35.24156053717348)	(16, 35.235546018583044)	(17, 35.21784574518705)	(18, 35.21418834286817)	(19, 35.20082093777444)	(20, 35.18321930623072)	(21, 35.18710513739019)	(22, 35.15293077055109)	(23, 35.12368099842265)	(24, 35.10083451349965)	(25, 35.07672448381341)	(26, 35.01465724036965)	(27, 35.00137977083517)	(28, 34.98028842215515)	(29, 34.988503245609564)	(30, 34.994026615138345)	(31, 34.97551206475073)	(32, 34.96680053989523)	(33, 34.94333003067826)	(34, 34.93881706669492)	(35, 34.91593170364071)	(36, 34.900125709418866)	(37, 34.87233670381502)	(38, 34.846528630143155)	(39, 34.824040826333345)	(40, 34.812394603046066)	(41, 34.80347365365029)	(42, 34.784308439600764)	(43, 34.7623979111652)	(44, 34.7411262892305)	(45, 34.727679456984944)	(46, 34.69943049278925)	(47, 34.68522127547911)	(48, 34.670972511822676)	(49, 34.6224622551292)	(50, 34.57967185937002)	(51, 34.56246746102867)	(52, 34.54454753794931)	(53, 34.495748277929046)	(54, 34.46705415059583)	(55, 34.43075754848377)	(56, 34.41246947895343)	(57, 34.37313620910284)	(58, 34.34322533233915)	(59, 34.31838414014295)	(60, 34.27153464773341)	(61, 34.23414914253331)	(62, 34.19156920493562)	(63, 34.153924239902956)	(64, 34.140860224494396)	(65, 34.068178742082694)	(66, 34.01934504207423)	(67, 34.01532138937905)	(68, 33.98589281078208)	(69, 34.002985533444296)	(70, 33.98465897628177)	(71, 34.03685945003047)	(72, 34.08402581591479)	(73, 34.056965623727805)	(74, 34.0220959158035)	(75, 32.73537031599937)
qc_output | SRR8668772	(1, 31.596142872358904)	(2, 31.61206380953356)	(3, 31.670157685462343)	(4, 31.680958389705026)	(5, 31.68732508959458)	(6, 35.29425848724403)	(7, 35.30258201001333)	(8, 35.26987125796272)	(9, 35.25731009368068)	(10, 35.22184342700619)	(11, 35.29034481215037)	(12, 35.27973277053213)	(13, 35.260585574875975)	(14, 35.25447336345697)	(15, 35.246847714926446)	(16, 35.243902829669494)	(17, 35.22862992800254)	(18, 35.22438983708778)	(19, 35.21093299835292)	(20, 35.19724104635756)	(21, 35.19538923975636)	(22, 35.15985764192752)	(23, 35.13329716236335)	(24, 35.10885016473915)	(25, 35.088783548630886)	(26, 35.01523577929251)	(27, 35.005344037875325)	(28, 34.98131406928018)	(29, 34.98193043856646)	(30, 34.997503032638384)	(31, 34.9809045937963)	(32, 34.97170518246241)	(33, 34.95183267046452)	(34, 34.94735594091315)	(35, 34.91579389974518)	(36, 34.902991301569664)	(37, 34.878047977263556)	(38, 34.85137535921701)	(39, 34.836922351336135)	(40, 34.8328434777515)	(41, 34.81802638694138)	(42, 34.791829803218555)	(43, 34.755835304990455)	(44, 34.74490881231082)	(45, 34.7354683749676)	(46, 34.692245694328804)	(47, 34.698812067454526)	(48, 34.68386867590537)	(49, 34.633855523898305)	(50, 34.604866515171786)	(51, 34.561063254116824)	(52, 34.536719759427854)	(53, 34.4994114800588)	(54, 34.46577941581509)	(55, 34.43864985858778)	(56, 34.423836350077714)	(57, 34.3856644263353)	(58, 34.364931635449295)	(59, 34.34730108127084)	(60, 34.28450596297023)	(61, 34.259374962558425)	(62, 34.20852055023114)	(63, 34.17170326900143)	(64, 34.16266125158499)	(65, 34.084524287792874)	(66, 34.01760647206897)	(67, 34.00400851432682)	(68, 33.97372228182598)	(69, 33.96984519242314)	(70, 33.91461621932516)	(71, 33.93732707619304)	(72, 33.90337097651462)	(73, 33.883291301729685)	(74, 33.855657245647436)	(75, 32.631911697364664)
qc_output | SRR8668772_filtered	(1, 31.632588786414075)	(2, 31.643076863144785)	(3, 31.70185476520923)	(4, 31.713180142736448)	(5, 31.717130653704192)	(6, 35.34310834511171)	(7, 35.3497206943799)	(8, 35.318708027886814)	(9, 35.30644896324578)	(10, 35.273236248072585)	(11, 35.33936098026006)	(12, 35.32923292088538)	(13, 35.310724283707785)	(14, 35.30536703716326)	(15, 35.29858334100032)	(16, 35.2954506086157)	(17, 35.2811093663758)	(18, 35.27705395486768)	(19, 35.26462181687766)	(20, 35.25206707112423)	(21, 35.25077302726595)	(22, 35.21663832650216)	(23, 35.191380404198355)	(24, 35.16848027241972)	(25, 35.1500285344521)	(26, 35.08510518459402)	(27, 35.07673641163626)	(28, 35.05436126993424)	(29, 35.05580992057363)	(30, 35.07205455354253)	(31, 35.05610678404258)	(32, 35.04782513468442)	(33, 35.02888442709593)	(34, 35.02516323390324)	(35, 34.99418820024358)	(36, 34.97833321111345)	(37, 34.95357992271897)	(38, 34.927807057915636)	(39, 34.91365239879285)	(40, 34.910328174404974)	(41, 34.896184407464155)	(42, 34.8702254526109)	(43, 34.83486685137793)	(44, 34.82449188149213)	(45, 34.815243443486025)	(46, 34.77276575968392)	(47, 34.77940713748977)	(48, 34.76511960170918)	(49, 34.71590848873708)	(50, 34.68780780379976)	(51, 34.64484184354378)	(52, 34.621647476009635)	(53, 34.58518880984565)	(54, 34.55249002957437)	(55, 34.525989469917036)	(56, 34.512259964417055)	(57, 34.47551382232415)	(58, 34.45660531374506)	(59, 34.4403908119428)	(60, 34.379577623900644)	(61, 34.356509599756436)	(62, 34.308592180485014)	(63, 34.275119733537906)	(64, 34.26961684150524)	(65, 34.19723965687709)	(66, 34.13757328153369)	(67, 34.132010012611396)	(68, 34.115484419480154)	(69, 34.130489507911776)	(70, 34.10466164357131)	(71, 34.17679767418613)	(72, 34.21487660801355)	(73, 34.19718571454483)	(74, 34.17441378746483)	(75, 32.920269558439685)
qc_output | SRR8668773	(1, 31.584569521262488)	(2, 31.60565945275632)	(3, 31.67276487925007)	(4, 31.68012029644475)	(5, 31.685464256757594)	(6, 35.290400432705724)	(7, 35.300779765705755)	(8, 35.25708391509972)	(9, 35.25353407852684)	(10, 35.2240743417956)	(11, 35.286654811967104)	(12, 35.27575143015967)	(13, 35.257439573234244)	(14, 35.25134554279077)	(15, 35.24647278770859)	(16, 35.245371160607995)	(17, 35.22873497950268)	(18, 35.2236098813373)	(19, 35.212378849348404)	(20, 35.198585889881905)	(21, 35.1963007695771)	(22, 35.163630521198144)	(23, 35.13811133198494)	(24, 35.1146865803594)	(25, 35.09445383512687)	(26, 35.02004294848124)	(27, 35.012305865767054)	(28, 34.988831843007766)	(29, 34.99266250217937)	(30, 35.00269269318089)	(31, 34.987483245778236)	(32, 34.98034368987891)	(33, 34.96213406198214)	(34, 34.95812260861559)	(35, 34.928029649219106)	(36, 34.91973697605092)	(37, 34.89655877293822)	(38, 34.872110336383265)	(39, 34.854446009581174)	(40, 34.84854095104251)	(41, 34.832975220446315)	(42, 34.81206515602079)	(43, 34.78898480959723)	(44, 34.76449352444343)	(45, 34.756109285444865)	(46, 34.72143435314709)	(47, 34.723240479044904)	(48, 34.70493515868119)	(49, 34.66043580656042)	(50, 34.62957522191241)	(51, 34.602773851845804)	(52, 34.57656453374763)	(53, 34.54010961717667)	(54, 34.50399894422602)	(55, 34.474658728563185)	(56, 34.454397989229626)	(57, 34.41958670740199)	(58, 34.39081925638704)	(59, 34.37532250336071)	(60, 34.322792783670025)	(61, 34.286993870423046)	(62, 34.24685857280046)	(63, 34.210751128531896)	(64, 34.19913368292815)	(65, 34.13031002254535)	(66, 34.073167872212174)	(67, 34.0609374775643)	(68, 34.02877932658316)	(69, 34.02899684793307)	(70, 33.97767711460516)	(71, 33.9932575459508)	(72, 33.96540607101921)	(73, 33.94209174901197)	(74, 33.912870634493316)	(75, 32.74896812917694)
qc_output | SRR8668773_filtered	(1, 31.622357516775423)	(2, 31.638033774584176)	(3, 31.705573856117958)	(4, 31.713672641571165)	(5, 31.716577907473265)	(6, 35.341677515614265)	(7, 35.35015837879534)	(8, 35.30815846946224)	(9, 35.30471526963561)	(10, 35.27782472714059)	(11, 35.33798859785396)	(12, 35.327323907551225)	(13, 35.30990236227528)	(14, 35.30443507355068)	(15, 35.300142745009786)	(16, 35.29893740437004)	(17, 35.282971475454815)	(18, 35.27809864009286)	(19, 35.26776806291725)	(20, 35.25486351490259)	(21, 35.25322505506835)	(22, 35.221846098533355)	(23, 35.19756971304617)	(24, 35.175518030987575)	(25, 35.15692897326869)	(26, 35.091373123709275)	(27, 35.084829086164234)	(28, 35.06311751048173)	(29, 35.06758547043264)	(30, 35.07817208175041)	(31, 35.06349208471746)	(32, 35.05710398391826)	(33, 35.040002694581034)	(34, 35.03649228354368)	(35, 35.00707337238606)	(36, 34.99569557398293)	(37, 34.9728050993631)	(38, 34.94898834120054)	(39, 34.93162941327892)	(40, 34.92671305026473)	(41, 34.91180496053241)	(42, 34.891119657256574)	(43, 34.86864112748163)	(44, 34.844549051620916)	(45, 34.836610956096735)	(46, 34.80215236895828)	(47, 34.80424920549893)	(48, 34.786507737868924)	(49, 34.74271273810319)	(50, 34.712915037353866)	(51, 34.686450355103744)	(52, 34.66158087114079)	(53, 34.625810833662506)	(54, 34.59080963427936)	(55, 34.562143826018065)	(56, 34.54281079790135)	(57, 34.50929989878319)	(58, 34.48219254926732)	(59, 34.46801072541877)	(60, 34.41723451593997)	(61, 34.38357041528852)	(62, 34.34571928497299)	(63, 34.31271664118581)	(64, 34.304123131555286)	(65, 34.24045985689829)	(66, 34.18974637322867)	(67, 34.185702897328255)	(68, 34.166171943143546)	(69, 34.18397043418953)	(70, 34.1601731652859)	(71, 34.22115220695014)	(72, 34.26008761518408)	(73, 34.23914920398224)	(74, 34.21417502764679)	(75, 33.016400480620234)
qc_output | SRR8668774	(1, 31.107014094693152)	(2, 31.212086409554857)	(3, 31.238854520379633)	(4, 31.250625697523734)	(5, 31.25472338450043)	(6, 34.51620417930755)	(7, 34.45244860003604)	(8, 34.43851027035174)	(9, 34.45706627407544)	(10, 34.38776864180234)	(11, 34.5395550545074)	(12, 34.533007498264425)	(13, 34.49038513483536)	(14, 34.490868289481114)	(15, 34.47367000976265)	(16, 34.479117616440476)	(17, 34.46250474949256)	(18, 34.4508657132361)	(19, 34.43694502382802)	(20, 34.40803017460335)	(21, 34.40807651312749)	(22, 34.34903609047577)	(23, 34.30643462099053)	(24, 34.283621935399346)	(25, 34.261886858522004)	(26, 34.12190517172265)	(27, 34.100693627955884)	(28, 34.0711212305005)	(29, 34.08800430179839)	(30, 34.06866632329728)	(31, 34.050522980586834)	(32, 34.024994944445275)	(33, 33.99321172483262)	(34, 33.98256084392161)	(35, 33.929296970744)	(36, 33.95705648273956)	(37, 33.91007349199765)	(38, 33.87279687491377)	(39, 33.80745804708263)	(40, 33.78371836404565)	(41, 33.730567639826404)	(42, 33.68421064105157)	(43, 33.67318637423863)	(44, 33.64776656124821)	(45, 33.65592668696589)	(46, 33.58132861019684)	(47, 33.58027678791094)	(48, 33.55473804993086)	(49, 33.49071649113795)	(50, 33.41585134836997)	(51, 33.415247304998424)	(52, 33.38808134834039)	(53, 33.29213541462792)	(54, 33.23345185874841)	(55, 33.180501653636675)	(56, 33.2191087668864)	(57, 33.15882765741118)	(58, 33.11360921500862)	(59, 33.119313900137215)	(60, 33.055115186203196)	(61, 32.98951161494852)	(62, 32.985616522737985)	(63, 32.93713049130292)	(64, 32.925757430123376)	(65, 32.84447288815713)	(66, 32.77171068414854)	(67, 32.76604566395736)	(68, 32.67181071634458)	(69, 32.67986297422225)	(70, 32.61670713215516)	(71, 32.57723077425701)	(72, 32.54856911125208)	(73, 32.47314879675301)	(74, 32.43831955622863)	(75, 31.039596924106338)
qc_output | SRR8668774_filtered	(1, 31.207631832922974)	(2, 31.290178841511707)	(3, 31.32148882827155)	(4, 31.33240800068417)	(5, 31.32935663498955)	(6, 34.62080729847032)	(7, 34.55696757385894)	(8, 34.545555946342986)	(9, 34.56602365427062)	(10, 34.50420661153079)	(11, 34.6522320115574)	(12, 34.65151464004494)	(13, 34.60504178112243)	(14, 34.60260132717184)	(15, 34.5896975589274)	(16, 34.59331046727948)	(17, 34.5816492541622)	(18, 34.56810265926984)	(19, 34.554891685129796)	(20, 34.52768323940542)	(21, 34.530706366780784)	(22, 34.47331181019232)	(23, 34.436663837001326)	(24, 34.4229228820328)	(25, 34.40020656265294)	(26, 34.293300342432474)	(27, 34.26472553006289)	(28, 34.2314537883759)	(29, 34.25307425074808)	(30, 34.228216995810925)	(31, 34.216497823849444)	(32, 34.18799051322711)	(33, 34.15657575572561)	(34, 34.14568150815951)	(35, 34.09209329071319)	(36, 34.08915635439345)	(37, 34.04486233779304)	(38, 34.00898033567368)	(39, 33.94565548519954)	(40, 33.9243957978069)	(41, 33.87419937653075)	(42, 33.82663623815247)	(43, 33.81633758356446)	(44, 33.79208695925565)	(45, 33.799420190034866)	(46, 33.72671842127192)	(47, 33.724692620092)	(48, 33.697865561947005)	(49, 33.63537040633389)	(50, 33.55933750482514)	(51, 33.559979032783716)	(52, 33.53639729957863)	(53, 33.44033091576548)	(54, 33.383800770855856)	(55, 33.33404882063203)	(56, 33.37449463692988)	(57, 33.316878269761325)	(58, 33.27531718157555)	(59, 33.281627230076396)	(60, 33.22137664453347)	(61, 33.158143400412406)	(62, 33.158443464841085)	(63, 33.11885274847233)	(64, 33.10927860456094)	(65, 33.03522010029458)	(66, 32.97318168949272)	(67, 32.98533152218792)	(68, 32.92623439709578)	(69, 32.96909538569196)	(70, 32.99461886581232)	(71, 33.0584479149796)	(72, 33.187431722127904)	(73, 33.121040654236346)	(74, 33.092186829361346)	(75, 31.626875341818625)
